# Server version 0.08 running on wpa070045.wireless.mcgill.ca:8123
# Game ID: 55
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Tue Apr 01 17:49:30 EDT 2014
# Player 1: Player-0, 'random', running on wpa070045.wireless.mcgill.ca
# Player 2: Player-1, 'random', running on wpa070045.wireless.mcgill.ca
# Player 3: Player-2, 'random', running on wpa070045.wireless.mcgill.ca
# Player 4: Player-3, '260469756', running on localhost
START Player-0 random
3 (10,11) (8,9)
3 null null
0 (1,5) (1,4)
1 (13,2) (12,2)
2 (2,13) (3,13)
3 (9,10) (7,8)
3 null null
0 (1,4) (0,5)
1 (15,1) (13,3)
1 null null
2 (6,12) (6,11)
3 (8,9) (6,7)
3 null null
0 (0,0) (1,0)
1 (9,1) (10,0)
2 (6,11) (5,10)
3 (2,2) (0,0)
3 null null
0 (2,3) (0,1)
0 (0,1) (2,3)
0 (2,3) (0,1)
0 (0,1) (2,1)
0 null null
1 (9,4) (10,5)
2 (1,10) (1,11)
3 (7,8) (5,6)
3 (5,6) (5,4)
3 null null
0 (3,0) (5,2)
0 null null
1 (14,1) (13,1)
2 (2,14) (2,13)
3 (5,5) (5,3)
3 (5,3) (3,1)
3 null null
0 (4,0) (3,0)
1 (15,2) (14,1)
2 (1,14) (3,12)
2 (3,12) (3,14)
2 (3,14) (3,12)
2 (3,12) (1,10)
2 (1,10) (3,12)
2 (3,12) (1,14)
2 (1,14) (3,12)
2 (3,12) (3,14)
2 (3,14) (3,12)
2 (3,12) (3,14)
2 (3,14) (1,12)
2 null null
3 (4,2) (4,0)
3 null null
0 (4,1) (4,2)
1 (11,1) (11,2)
2 (0,15) (1,14)
GAMEOVER TIMEOUT Player-3
WINNER Player-1
# Game ended: Tue Apr 01 17:54:30 EDT 2014
